,SCHOOL_YEAR,School District Code,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,Revenues/Expenditures,Description,REV_EXP_VALUE,Dollars per FTE
12714,2017-18,656,Fayette County,0182,McIntosh High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12715,2017-18,656,Fayette County,0182,McIntosh High School,K-12 Expenditures,School Administration,1021679.64,592.62
12716,2017-18,656,Fayette County,0182,McIntosh High School,K-12 Expenditures,School food Services,0.0,0.0
12717,2017-18,656,Fayette County,0182,McIntosh High School,K-12 Expenditures,Transportation,0.0,0.0
12718,2017-18,656,Fayette County,0181,North Fayette Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
12719,2017-18,656,Fayette County,0181,North Fayette Elementary School,K-12 Expenditures,General Administration,0.0,0.0
12720,2017-18,656,Fayette County,0181,North Fayette Elementary School,K-12 Expenditures,Instruction,3953706.63,6407.95
12721,2017-18,656,Fayette County,0181,North Fayette Elementary School,K-12 Expenditures,Instructional Support,6204.95,10.06
12722,2017-18,656,Fayette County,0181,North Fayette Elementary School,K-12 Expenditures,Maintenance and Operations,271405.35,439.88
12723,2017-18,656,Fayette County,0181,North Fayette Elementary School,K-12 Expenditures,Media,129613.21,210.07
12724,2017-18,656,Fayette County,0181,North Fayette Elementary School,K-12 Expenditures,Pupil Services,205350.74,332.82
12725,2017-18,656,Fayette County,0181,North Fayette Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12726,2017-18,656,Fayette County,0181,North Fayette Elementary School,K-12 Expenditures,School Administration,417771.4,677.1
12727,2017-18,656,Fayette County,0181,North Fayette Elementary School,K-12 Expenditures,School food Services,0.0,0.0
12728,2017-18,656,Fayette County,0181,North Fayette Elementary School,K-12 Expenditures,Transportation,0.0,0.0
12729,2017-18,656,Fayette County,0186,Oak Grove Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
12730,2017-18,656,Fayette County,0186,Oak Grove Elementary School,K-12 Expenditures,General Administration,0.0,0.0
12731,2017-18,656,Fayette County,0186,Oak Grove Elementary School,K-12 Expenditures,Instruction,3763563.58,7680.74
12732,2017-18,656,Fayette County,0186,Oak Grove Elementary School,K-12 Expenditures,Instructional Support,10732.23,21.9
12733,2017-18,656,Fayette County,0186,Oak Grove Elementary School,K-12 Expenditures,Maintenance and Operations,264026.69,538.83
12734,2017-18,656,Fayette County,0186,Oak Grove Elementary School,K-12 Expenditures,Media,159320.6,325.14
12735,2017-18,656,Fayette County,0186,Oak Grove Elementary School,K-12 Expenditures,Pupil Services,138855.3,283.38
12736,2017-18,656,Fayette County,0186,Oak Grove Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12737,2017-18,656,Fayette County,0186,Oak Grove Elementary School,K-12 Expenditures,School Administration,404607.38,825.73
12738,2017-18,656,Fayette County,0186,Oak Grove Elementary School,K-12 Expenditures,School food Services,0.0,0.0
12739,2017-18,656,Fayette County,0186,Oak Grove Elementary School,K-12 Expenditures,Transportation,0.0,0.0
12740,2017-18,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
12741,2017-18,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,General Administration,0.0,0.0
12742,2017-18,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Instruction,3565958.75,7203.96
12743,2017-18,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Instructional Support,12723.74,25.7
12744,2017-18,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Maintenance and Operations,283038.7,571.8
12745,2017-18,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Media,147346.48,297.67
12746,2017-18,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Pupil Services,135010.8,272.75
12747,2017-18,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12748,2017-18,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,School Administration,425457.07,859.51
12749,2017-18,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,School food Services,0.0,0.0
12750,2017-18,656,Fayette County,1052,Peachtree City Elementary School,K-12 Expenditures,Transportation,0.0,0.0
12751,2017-18,656,Fayette County,0199,Peeples Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
12752,2017-18,656,Fayette County,0199,Peeples Elementary School,K-12 Expenditures,General Administration,0.0,0.0
12753,2017-18,656,Fayette County,0199,Peeples Elementary School,K-12 Expenditures,Instruction,5011036.36,7067.75
12754,2017-18,656,Fayette County,0199,Peeples Elementary School,K-12 Expenditures,Instructional Support,14394.4,20.3
12755,2017-18,656,Fayette County,0199,Peeples Elementary School,K-12 Expenditures,Maintenance and Operations,198294.28,279.68
12756,2017-18,656,Fayette County,0199,Peeples Elementary School,K-12 Expenditures,Media,124702.8,175.89
12757,2017-18,656,Fayette County,0199,Peeples Elementary School,K-12 Expenditures,Pupil Services,191989.2,270.79
12758,2017-18,656,Fayette County,0199,Peeples Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12759,2017-18,656,Fayette County,0199,Peeples Elementary School,K-12 Expenditures,School Administration,380234.14,536.3
12760,2017-18,656,Fayette County,0199,Peeples Elementary School,K-12 Expenditures,School food Services,0.0,0.0
12761,2017-18,656,Fayette County,0199,Peeples Elementary School,K-12 Expenditures,Transportation,0.0,0.0
12762,2017-18,656,Fayette County,0298,Rising Starr Middle School,K-12 Expenditures,Debt Services,0.0,0.0
12763,2017-18,656,Fayette County,0298,Rising Starr Middle School,K-12 Expenditures,General Administration,0.0,0.0
12764,2017-18,656,Fayette County,0298,Rising Starr Middle School,K-12 Expenditures,Instruction,5789010.36,6425.09
12765,2017-18,656,Fayette County,0298,Rising Starr Middle School,K-12 Expenditures,Instructional Support,19211.27,21.32
12766,2017-18,656,Fayette County,0298,Rising Starr Middle School,K-12 Expenditures,Maintenance and Operations,208510.58,231.42
12767,2017-18,656,Fayette County,0298,Rising Starr Middle School,K-12 Expenditures,Media,115347.34,128.02
12768,2017-18,656,Fayette County,0298,Rising Starr Middle School,K-12 Expenditures,Pupil Services,293391.78,325.63
12769,2017-18,656,Fayette County,0298,Rising Starr Middle School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12770,2017-18,656,Fayette County,0298,Rising Starr Middle School,K-12 Expenditures,School Administration,527568.29,585.54
12771,2017-18,656,Fayette County,0298,Rising Starr Middle School,K-12 Expenditures,School food Services,0.0,0.0
12772,2017-18,656,Fayette County,0298,Rising Starr Middle School,K-12 Expenditures,Transportation,0.0,0.0
12773,2017-18,656,Fayette County,0291,Robert J. Burch Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
12774,2017-18,656,Fayette County,0291,Robert J. Burch Elementary School,K-12 Expenditures,General Administration,0.0,0.0
12775,2017-18,656,Fayette County,0291,Robert J. Burch Elementary School,K-12 Expenditures,Instruction,4047281.27,7783.23
12776,2017-18,656,Fayette County,0291,Robert J. Burch Elementary School,K-12 Expenditures,Instructional Support,15439.87,29.69
12777,2017-18,656,Fayette County,0291,Robert J. Burch Elementary School,K-12 Expenditures,Maintenance and Operations,177518.69,341.38
12778,2017-18,656,Fayette County,0291,Robert J. Burch Elementary School,K-12 Expenditures,Media,109467.56,210.51
12779,2017-18,656,Fayette County,0291,Robert J. Burch Elementary School,K-12 Expenditures,Pupil Services,217016.94,417.34
12780,2017-18,656,Fayette County,0291,Robert J. Burch Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12781,2017-18,656,Fayette County,0291,Robert J. Burch Elementary School,K-12 Expenditures,School Administration,405176.64,779.19
12782,2017-18,656,Fayette County,0291,Robert J. Burch Elementary School,K-12 Expenditures,School food Services,0.0,0.0
12783,2017-18,656,Fayette County,0291,Robert J. Burch Elementary School,K-12 Expenditures,Transportation,0.0,0.0
12784,2017-18,656,Fayette County,0192,Sandy Creek High School,K-12 Expenditures,Debt Services,0.0,0.0
12785,2017-18,656,Fayette County,0192,Sandy Creek High School,K-12 Expenditures,General Administration,0.0,0.0
12786,2017-18,656,Fayette County,0192,Sandy Creek High School,K-12 Expenditures,Instruction,8231787.61,7382.77
12787,2017-18,656,Fayette County,0192,Sandy Creek High School,K-12 Expenditures,Instructional Support,30936.82,27.75
12788,2017-18,656,Fayette County,0192,Sandy Creek High School,K-12 Expenditures,Maintenance and Operations,814977.7,730.92
12789,2017-18,656,Fayette County,0192,Sandy Creek High School,K-12 Expenditures,Media,104691.09,93.89
12790,2017-18,656,Fayette County,0192,Sandy Creek High School,K-12 Expenditures,Pupil Services,710198.04,636.95
12791,2017-18,656,Fayette County,0192,Sandy Creek High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12792,2017-18,656,Fayette County,0192,Sandy Creek High School,K-12 Expenditures,School Administration,1021040.76,915.73
12793,2017-18,656,Fayette County,0192,Sandy Creek High School,K-12 Expenditures,School food Services,0.0,0.0
12794,2017-18,656,Fayette County,0192,Sandy Creek High School,K-12 Expenditures,Transportation,0.0,0.0
12795,2017-18,656,Fayette County,0103,Sara Harp Minter Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
12796,2017-18,656,Fayette County,0103,Sara Harp Minter Elementary School,K-12 Expenditures,General Administration,0.0,0.0
12797,2017-18,656,Fayette County,0103,Sara Harp Minter Elementary School,K-12 Expenditures,Instruction,4531721.46,6148.88
12798,2017-18,656,Fayette County,0103,Sara Harp Minter Elementary School,K-12 Expenditures,Instructional Support,13998.64,18.99
12799,2017-18,656,Fayette County,0103,Sara Harp Minter Elementary School,K-12 Expenditures,Maintenance and Operations,461184.48,625.76
12800,2017-18,656,Fayette County,0103,Sara Harp Minter Elementary School,K-12 Expenditures,Media,139608.24,189.43
12801,2017-18,656,Fayette County,0103,Sara Harp Minter Elementary School,K-12 Expenditures,Pupil Services,184734.98,250.66
12802,2017-18,656,Fayette County,0103,Sara Harp Minter Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12803,2017-18,656,Fayette County,0103,Sara Harp Minter Elementary School,K-12 Expenditures,School Administration,373200.52,506.38
12804,2017-18,656,Fayette County,0103,Sara Harp Minter Elementary School,K-12 Expenditures,School food Services,0.0,0.0
12805,2017-18,656,Fayette County,0103,Sara Harp Minter Elementary School,K-12 Expenditures,Transportation,0.0,0.0
12806,2017-18,656,Fayette County,0296,Spring Hill Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
12807,2017-18,656,Fayette County,0296,Spring Hill Elementary School,K-12 Expenditures,General Administration,0.0,0.0
12808,2017-18,656,Fayette County,0296,Spring Hill Elementary School,K-12 Expenditures,Instruction,4641735.73,6698.03
12809,2017-18,656,Fayette County,0296,Spring Hill Elementary School,K-12 Expenditures,Instructional Support,15815.01,22.82
12810,2017-18,656,Fayette County,0296,Spring Hill Elementary School,K-12 Expenditures,Maintenance and Operations,215653.53,311.19
12811,2017-18,656,Fayette County,0296,Spring Hill Elementary School,K-12 Expenditures,Media,128842.11,185.92
12812,2017-18,656,Fayette County,0296,Spring Hill Elementary School,K-12 Expenditures,Pupil Services,291631.64,420.82
12813,2017-18,656,Fayette County,0296,Spring Hill Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12814,2017-18,656,Fayette County,0296,Spring Hill Elementary School,K-12 Expenditures,School Administration,390896.24,564.06
12815,2017-18,656,Fayette County,0296,Spring Hill Elementary School,K-12 Expenditures,School food Services,0.0,0.0
12816,2017-18,656,Fayette County,0296,Spring Hill Elementary School,K-12 Expenditures,Transportation,0.0,0.0
12817,2017-18,656,Fayette County,0198,Starrs Mill High School,K-12 Expenditures,Debt Services,0.0,0.0
12818,2017-18,656,Fayette County,0198,Starrs Mill High School,K-12 Expenditures,General Administration,0.0,0.0
12819,2017-18,656,Fayette County,0198,Starrs Mill High School,K-12 Expenditures,Instruction,8567728.6,6106.72
12820,2017-18,656,Fayette County,0198,Starrs Mill High School,K-12 Expenditures,Instructional Support,31495.49,22.45
12821,2017-18,656,Fayette County,0198,Starrs Mill High School,K-12 Expenditures,Maintenance and Operations,719654.54,512.94
12822,2017-18,656,Fayette County,0198,Starrs Mill High School,K-12 Expenditures,Media,128129.79,91.33
12823,2017-18,656,Fayette County,0198,Starrs Mill High School,K-12 Expenditures,Pupil Services,704288.28,501.99
12824,2017-18,656,Fayette County,0198,Starrs Mill High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12825,2017-18,656,Fayette County,0198,Starrs Mill High School,K-12 Expenditures,School Administration,932240.07,664.46
12826,2017-18,656,Fayette County,0198,Starrs Mill High School,K-12 Expenditures,School food Services,0.0,0.0
12827,2017-18,656,Fayette County,0198,Starrs Mill High School,K-12 Expenditures,Transportation,0.0,0.0
12828,2017-18,656,Fayette County,0105,Whitewater High School,K-12 Expenditures,Debt Services,0.0,0.0
12829,2017-18,656,Fayette County,0105,Whitewater High School,K-12 Expenditures,General Administration,0.0,0.0
12830,2017-18,656,Fayette County,0105,Whitewater High School,K-12 Expenditures,Instruction,8657823.54,5897.7
12831,2017-18,656,Fayette County,0105,Whitewater High School,K-12 Expenditures,Instructional Support,35614.22,24.26
12832,2017-18,656,Fayette County,0105,Whitewater High School,K-12 Expenditures,Maintenance and Operations,491089.0,334.53
12833,2017-18,656,Fayette County,0105,Whitewater High School,K-12 Expenditures,Media,115154.05,78.44
12834,2017-18,656,Fayette County,0105,Whitewater High School,K-12 Expenditures,Pupil Services,671142.26,457.18
12835,2017-18,656,Fayette County,0105,Whitewater High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12836,2017-18,656,Fayette County,0105,Whitewater High School,K-12 Expenditures,School Administration,890230.31,606.42
12837,2017-18,656,Fayette County,0105,Whitewater High School,K-12 Expenditures,School food Services,0.0,0.0
12838,2017-18,656,Fayette County,0105,Whitewater High School,K-12 Expenditures,Transportation,0.0,0.0
12839,2017-18,656,Fayette County,0391,Whitewater Middle School,K-12 Expenditures,Debt Services,0.0,0.0
12840,2017-18,656,Fayette County,0391,Whitewater Middle School,K-12 Expenditures,General Administration,0.0,0.0
12841,2017-18,656,Fayette County,0391,Whitewater Middle School,K-12 Expenditures,Instruction,5686974.78,6404.25
12842,2017-18,656,Fayette County,0391,Whitewater Middle School,K-12 Expenditures,Instructional Support,11070.45,12.47
12843,2017-18,656,Fayette County,0391,Whitewater Middle School,K-12 Expenditures,Maintenance and Operations,319276.25,359.55
12844,2017-18,656,Fayette County,0391,Whitewater Middle School,K-12 Expenditures,Media,126690.74,142.67
12845,2017-18,656,Fayette County,0391,Whitewater Middle School,K-12 Expenditures,Pupil Services,293071.7,330.04
12846,2017-18,656,Fayette County,0391,Whitewater Middle School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12847,2017-18,656,Fayette County,0391,Whitewater Middle School,K-12 Expenditures,School Administration,499915.44,562.97
12848,2017-18,656,Fayette County,0391,Whitewater Middle School,K-12 Expenditures,School food Services,0.0,0.0
12849,2017-18,656,Fayette County,0391,Whitewater Middle School,K-12 Expenditures,Transportation,0.0,0.0
12850,2017-18,880,First District RESA,ALL,All Column Values,K-12 Expenditures,Debt Services,0.0,0.0
12851,2017-18,880,First District RESA,ALL,All Column Values,K-12 Expenditures,General Administration,378379.66,378379.66
12852,2017-18,880,First District RESA,ALL,All Column Values,K-12 Expenditures,Instruction,249796.59,249796.59
12853,2017-18,880,First District RESA,ALL,All Column Values,K-12 Expenditures,Instructional Support,1128283.64,1128283.64
12854,2017-18,880,First District RESA,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,129533.12,129533.12
12855,2017-18,880,First District RESA,ALL,All Column Values,K-12 Expenditures,Media,0.0,0.0
12856,2017-18,880,First District RESA,ALL,All Column Values,K-12 Expenditures,Pupil Services,387390.23,387390.23
12857,2017-18,880,First District RESA,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12858,2017-18,880,First District RESA,ALL,All Column Values,K-12 Expenditures,School Administration,0.0,0.0
12859,2017-18,880,First District RESA,ALL,All Column Values,K-12 Expenditures,School food Services,0.0,0.0
12860,2017-18,880,First District RESA,ALL,All Column Values,K-12 Expenditures,Transportation,0.0,0.0
12861,2017-18,880,First District RESA,ALL,All Column Values,K-12 Revenues,Federal,0.0,0.0
12862,2017-18,880,First District RESA,ALL,All Column Values,K-12 Revenues,Local,1134828.92,1134828.92
12863,2017-18,880,First District RESA,ALL,All Column Values,K-12 Revenues,Other,93871.4,93871.4
12864,2017-18,880,First District RESA,ALL,All Column Values,K-12 Revenues,State Lottery,0.0,0.0
12865,2017-18,880,First District RESA,ALL,All Column Values,K-12 Revenues,State Other,1020143.58,1020143.58
12866,2017-18,880,First District RESA,ALL,All Column Values,K-12 Revenues,State QBE,0.0,0.0
12867,2017-18,657,Floyd County,ALL,All Column Values,K-12 Expenditures,Debt Services,0.0,0.0
12868,2017-18,657,Floyd County,ALL,All Column Values,K-12 Expenditures,General Administration,2684220.98,285.83
12869,2017-18,657,Floyd County,ALL,All Column Values,K-12 Expenditures,Instruction,62192947.59,6622.61
12870,2017-18,657,Floyd County,ALL,All Column Values,K-12 Expenditures,Instructional Support,3565363.47,379.66
12871,2017-18,657,Floyd County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,8730283.68,929.64
12872,2017-18,657,Floyd County,ALL,All Column Values,K-12 Expenditures,Media,1088415.83,115.9
12873,2017-18,657,Floyd County,ALL,All Column Values,K-12 Expenditures,Pupil Services,2829939.03,301.35
12874,2017-18,657,Floyd County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12875,2017-18,657,Floyd County,ALL,All Column Values,K-12 Expenditures,School Administration,7259269.32,773.0
12876,2017-18,657,Floyd County,ALL,All Column Values,K-12 Expenditures,School food Services,129415.93,13.78
12877,2017-18,657,Floyd County,ALL,All Column Values,K-12 Expenditures,Transportation,5376576.28,572.52
12878,2017-18,657,Floyd County,ALL,All Column Values,K-12 Revenues,Federal,4002.83,0.43
12879,2017-18,657,Floyd County,ALL,All Column Values,K-12 Revenues,Local,35061216.75,3733.49
12880,2017-18,657,Floyd County,ALL,All Column Values,K-12 Revenues,Other,69847.5,7.44
12881,2017-18,657,Floyd County,ALL,All Column Values,K-12 Revenues,State Lottery,0.0,0.0
12882,2017-18,657,Floyd County,ALL,All Column Values,K-12 Revenues,State Other,1231483.52,131.13
12883,2017-18,657,Floyd County,ALL,All Column Values,K-12 Revenues,State QBE,63666566.0,6779.53
12884,2017-18,657,Floyd County,1050,Alto Park Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
12885,2017-18,657,Floyd County,1050,Alto Park Elementary School,K-12 Expenditures,General Administration,0.0,0.0
12886,2017-18,657,Floyd County,1050,Alto Park Elementary School,K-12 Expenditures,Instruction,3315322.19,7367.38
12887,2017-18,657,Floyd County,1050,Alto Park Elementary School,K-12 Expenditures,Instructional Support,7770.12,17.27
12888,2017-18,657,Floyd County,1050,Alto Park Elementary School,K-12 Expenditures,Maintenance and Operations,270808.06,601.8
12889,2017-18,657,Floyd County,1050,Alto Park Elementary School,K-12 Expenditures,Media,78531.6,174.51
12890,2017-18,657,Floyd County,1050,Alto Park Elementary School,K-12 Expenditures,Pupil Services,8302.79,18.45
12891,2017-18,657,Floyd County,1050,Alto Park Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12892,2017-18,657,Floyd County,1050,Alto Park Elementary School,K-12 Expenditures,School Administration,319027.63,708.95
12893,2017-18,657,Floyd County,1050,Alto Park Elementary School,K-12 Expenditures,School food Services,0.0,0.0
12894,2017-18,657,Floyd County,1050,Alto Park Elementary School,K-12 Expenditures,Transportation,2283.13,5.07
12895,2017-18,657,Floyd County,0195,Armuchee Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
12896,2017-18,657,Floyd County,0195,Armuchee Elementary School,K-12 Expenditures,General Administration,0.0,0.0
12897,2017-18,657,Floyd County,0195,Armuchee Elementary School,K-12 Expenditures,Instruction,2128655.95,5514.65
12898,2017-18,657,Floyd County,0195,Armuchee Elementary School,K-12 Expenditures,Instructional Support,3842.39,9.95
12899,2017-18,657,Floyd County,0195,Armuchee Elementary School,K-12 Expenditures,Maintenance and Operations,216376.98,560.56
12900,2017-18,657,Floyd County,0195,Armuchee Elementary School,K-12 Expenditures,Media,121717.47,315.33
12901,2017-18,657,Floyd County,0195,Armuchee Elementary School,K-12 Expenditures,Pupil Services,1335.22,3.46
12902,2017-18,657,Floyd County,0195,Armuchee Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12903,2017-18,657,Floyd County,0195,Armuchee Elementary School,K-12 Expenditures,School Administration,319791.31,828.47
12904,2017-18,657,Floyd County,0195,Armuchee Elementary School,K-12 Expenditures,School food Services,0.0,0.0
12905,2017-18,657,Floyd County,0195,Armuchee Elementary School,K-12 Expenditures,Transportation,2640.61,6.84
12906,2017-18,657,Floyd County,0401,Armuchee High School,K-12 Expenditures,Debt Services,0.0,0.0
12907,2017-18,657,Floyd County,0401,Armuchee High School,K-12 Expenditures,General Administration,0.0,0.0
12908,2017-18,657,Floyd County,0401,Armuchee High School,K-12 Expenditures,Instruction,2896576.8,5256.95
12909,2017-18,657,Floyd County,0401,Armuchee High School,K-12 Expenditures,Instructional Support,9461.7,17.17
12910,2017-18,657,Floyd County,0401,Armuchee High School,K-12 Expenditures,Maintenance and Operations,286076.72,519.2
12911,2017-18,657,Floyd County,0401,Armuchee High School,K-12 Expenditures,Media,65791.19,119.4
12912,2017-18,657,Floyd County,0401,Armuchee High School,K-12 Expenditures,Pupil Services,239883.72,435.36
12913,2017-18,657,Floyd County,0401,Armuchee High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12914,2017-18,657,Floyd County,0401,Armuchee High School,K-12 Expenditures,School Administration,488697.85,886.93
12915,2017-18,657,Floyd County,0401,Armuchee High School,K-12 Expenditures,School food Services,0.0,0.0
12916,2017-18,657,Floyd County,0401,Armuchee High School,K-12 Expenditures,Transportation,9961.08,18.08
12917,2017-18,657,Floyd County,0303,Armuchee Middle School,K-12 Expenditures,Debt Services,0.0,0.0
12918,2017-18,657,Floyd County,0303,Armuchee Middle School,K-12 Expenditures,General Administration,0.0,0.0
12919,2017-18,657,Floyd County,0303,Armuchee Middle School,K-12 Expenditures,Instruction,2629794.95,6509.39
12920,2017-18,657,Floyd County,0303,Armuchee Middle School,K-12 Expenditures,Instructional Support,11581.5,28.67
12921,2017-18,657,Floyd County,0303,Armuchee Middle School,K-12 Expenditures,Maintenance and Operations,294708.42,729.48
12922,2017-18,657,Floyd County,0303,Armuchee Middle School,K-12 Expenditures,Media,58904.33,145.8
12923,2017-18,657,Floyd County,0303,Armuchee Middle School,K-12 Expenditures,Pupil Services,37421.58,92.63
12924,2017-18,657,Floyd County,0303,Armuchee Middle School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12925,2017-18,657,Floyd County,0303,Armuchee Middle School,K-12 Expenditures,School Administration,321931.37,796.86
12926,2017-18,657,Floyd County,0303,Armuchee Middle School,K-12 Expenditures,School food Services,0.0,0.0
12927,2017-18,657,Floyd County,0303,Armuchee Middle School,K-12 Expenditures,Transportation,993.55,2.46
12928,2017-18,657,Floyd County,3050,Cave Spring Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
12929,2017-18,657,Floyd County,3050,Cave Spring Elementary School,K-12 Expenditures,General Administration,0.0,0.0
12930,2017-18,657,Floyd County,3050,Cave Spring Elementary School,K-12 Expenditures,Instruction,1550730.14,7146.22
12931,2017-18,657,Floyd County,3050,Cave Spring Elementary School,K-12 Expenditures,Instructional Support,6790.45,31.29
12932,2017-18,657,Floyd County,3050,Cave Spring Elementary School,K-12 Expenditures,Maintenance and Operations,196048.71,903.45
12933,2017-18,657,Floyd County,3050,Cave Spring Elementary School,K-12 Expenditures,Media,56878.46,262.11
12934,2017-18,657,Floyd County,3050,Cave Spring Elementary School,K-12 Expenditures,Pupil Services,5064.03,23.34
12935,2017-18,657,Floyd County,3050,Cave Spring Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12936,2017-18,657,Floyd County,3050,Cave Spring Elementary School,K-12 Expenditures,School Administration,195913.68,902.83
12937,2017-18,657,Floyd County,3050,Cave Spring Elementary School,K-12 Expenditures,School food Services,11641.0,53.65
12938,2017-18,657,Floyd County,3050,Cave Spring Elementary School,K-12 Expenditures,Transportation,747.02,3.44
12939,2017-18,657,Floyd County,5050,Coosa High School,K-12 Expenditures,Debt Services,0.0,0.0
12940,2017-18,657,Floyd County,5050,Coosa High School,K-12 Expenditures,General Administration,0.0,0.0
12941,2017-18,657,Floyd County,5050,Coosa High School,K-12 Expenditures,Instruction,4111581.5,5799.13
12942,2017-18,657,Floyd County,5050,Coosa High School,K-12 Expenditures,Instructional Support,48589.26,68.53
12943,2017-18,657,Floyd County,5050,Coosa High School,K-12 Expenditures,Maintenance and Operations,637625.46,899.33
12944,2017-18,657,Floyd County,5050,Coosa High School,K-12 Expenditures,Media,11936.69,16.84
12945,2017-18,657,Floyd County,5050,Coosa High School,K-12 Expenditures,Pupil Services,244238.1,344.48
12946,2017-18,657,Floyd County,5050,Coosa High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12947,2017-18,657,Floyd County,5050,Coosa High School,K-12 Expenditures,School Administration,522995.43,737.65
12948,2017-18,657,Floyd County,5050,Coosa High School,K-12 Expenditures,School food Services,0.0,0.0
12949,2017-18,657,Floyd County,5050,Coosa High School,K-12 Expenditures,Transportation,9171.24,12.94
12950,2017-18,657,Floyd County,0103,Coosa Middle School,K-12 Expenditures,Debt Services,0.0,0.0
12951,2017-18,657,Floyd County,0103,Coosa Middle School,K-12 Expenditures,General Administration,0.0,0.0
12952,2017-18,657,Floyd County,0103,Coosa Middle School,K-12 Expenditures,Instruction,3275879.45,5747.16
12953,2017-18,657,Floyd County,0103,Coosa Middle School,K-12 Expenditures,Instructional Support,65328.46,114.61
12954,2017-18,657,Floyd County,0103,Coosa Middle School,K-12 Expenditures,Maintenance and Operations,209820.42,368.11
12955,2017-18,657,Floyd County,0103,Coosa Middle School,K-12 Expenditures,Media,20574.0,36.09
12956,2017-18,657,Floyd County,0103,Coosa Middle School,K-12 Expenditures,Pupil Services,43867.45,76.96
12957,2017-18,657,Floyd County,0103,Coosa Middle School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12958,2017-18,657,Floyd County,0103,Coosa Middle School,K-12 Expenditures,School Administration,352024.91,617.59
12959,2017-18,657,Floyd County,0103,Coosa Middle School,K-12 Expenditures,School food Services,0.0,0.0
12960,2017-18,657,Floyd County,0103,Coosa Middle School,K-12 Expenditures,Transportation,3041.56,5.34
12961,2017-18,657,Floyd County,2052,Garden Lakes Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
12962,2017-18,657,Floyd County,2052,Garden Lakes Elementary School,K-12 Expenditures,General Administration,0.0,0.0
12963,2017-18,657,Floyd County,2052,Garden Lakes Elementary School,K-12 Expenditures,Instruction,3606358.94,5599.94
12964,2017-18,657,Floyd County,2052,Garden Lakes Elementary School,K-12 Expenditures,Instructional Support,7653.22,11.88
12965,2017-18,657,Floyd County,2052,Garden Lakes Elementary School,K-12 Expenditures,Maintenance and Operations,236127.39,366.66
12966,2017-18,657,Floyd County,2052,Garden Lakes Elementary School,K-12 Expenditures,Media,100982.65,156.81
12967,2017-18,657,Floyd County,2052,Garden Lakes Elementary School,K-12 Expenditures,Pupil Services,11310.62,17.56
12968,2017-18,657,Floyd County,2052,Garden Lakes Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
12969,2017-18,657,Floyd County,2052,Garden Lakes Elementary School,K-12 Expenditures,School Administration,334408.87,519.27
