,SCHOOL_DSTRCT_CD,LABEL_LVL_1_DESC,PROGRAM_TOTAL,PROGRAM_PERCENT,TOTAL_COUNT
1394,678,Grad Rate -Hispanic,42.666666666666664,92.60333333333334,46.0
1397,678,Grad Rate -Male,128.66666666666666,93.66333333333334,138.0
1399,678,Grad Rate -Multi-Racial,10.0,100.0,10.0
1400,678,Grad Rate -Not Economically Disadvantaged,188.0,97.2,193.33333333333334
1401,678,Grad Rate -Students With Disability,28.0,79.70333333333333,35.333333333333336
1402,678,Grad Rate -Students Without Disability,259.3333333333333,98.0,264.6666666666667
1403,678,Grad Rate -White,209.33333333333334,96.34333333333332,218.0
1404,679,Grad Rate -ALL Students,154.0,84.15,183.0
1408,679,Grad Rate -Black,38.0,95.0,40.0
1409,679,Grad Rate -Economically Disadvantaged,96.0,84.21,114.0
1410,679,Grad Rate -Female,75.0,87.21,86.0
1412,679,Grad Rate -Hispanic,11.0,91.67,12.0
1415,679,Grad Rate -Male,79.0,81.44,97.0
1418,679,Grad Rate -Not Economically Disadvantaged,58.0,84.1,69.0
1419,679,Grad Rate -Students With Disability,18.0,72.0,25.0
1420,679,Grad Rate -Students Without Disability,136.0,86.1,158.0
1421,679,Grad Rate -White,98.0,79.67,123.0
1422,680,Grad Rate -ALL Students,204.0,89.08,229.0
1426,680,Grad Rate -Black,33.0,82.5,40.0
1427,680,Grad Rate -Economically Disadvantaged,113.0,85.61,132.0
1428,680,Grad Rate -Female,97.0,90.65,107.0
1430,680,Grad Rate -Hispanic,51.0,89.47,57.0
1433,680,Grad Rate -Male,107.0,87.7,122.0
1436,680,Grad Rate -Not Economically Disadvantaged,91.0,93.8,97.0
1437,680,Grad Rate -Students With Disability,20.0,58.82,34.0
1438,680,Grad Rate -Students Without Disability,184.0,94.4,195.0
1439,680,Grad Rate -White,116.0,90.63,128.0
1440,681,Grad Rate -ALL Students,170.0,86.73,196.0
1444,681,Grad Rate -Black,121.0,87.68,138.0
1445,681,Grad Rate -Economically Disadvantaged,170.0,86.73,196.0
1446,681,Grad Rate -Female,96.0,91.43,105.0
1451,681,Grad Rate -Male,74.0,81.32,91.0
1455,681,Grad Rate -Students With Disability,19.0,73.08,26.0
1456,681,Grad Rate -Students Without Disability,151.0,88.8,170.0
1457,681,Grad Rate -White,38.0,84.44,45.0
1458,682,Grad Rate -ALL Students,56.0,78.87,71.0
1462,682,Grad Rate -Black,34.0,73.91,46.0
1463,682,Grad Rate -Economically Disadvantaged,56.0,78.87,71.0
1464,682,Grad Rate -Female,28.0,84.85,33.0
1469,682,Grad Rate -Male,28.0,73.68,38.0
1474,682,Grad Rate -Students Without Disability,50.0,79.4,63.0
1475,682,Grad Rate -White,17.0,89.47,19.0
1476,683,Grad Rate -ALL Students,82.0,88.17,93.0
1480,683,Grad Rate -Black,38.0,90.48,42.0
1481,683,Grad Rate -Economically Disadvantaged,82.0,88.17,93.0
1482,683,Grad Rate -Female,43.0,93.48,46.0
1487,683,Grad Rate -Male,39.0,82.98,47.0
1491,683,Grad Rate -Students With Disability,10.0,62.5,16.0
1492,683,Grad Rate -Students Without Disability,72.0,93.5,77.0
1493,683,Grad Rate -White,38.0,86.36,44.0
1494,684,Grad Rate -ALL Students,327.0,82.37,397.0
1498,684,Grad Rate -Black,92.0,85.98,107.0
1499,684,Grad Rate -Economically Disadvantaged,107.0,75.89,141.0
1500,684,Grad Rate -Female,167.0,85.2,196.0
1505,684,Grad Rate -Male,160.0,79.6,201.0
1507,684,Grad Rate -Multi-Racial,11.0,78.57,14.0
1508,684,Grad Rate -Not Economically Disadvantaged,220.0,85.9,256.0
1509,684,Grad Rate -Students With Disability,42.0,68.85,61.0
1510,684,Grad Rate -Students Without Disability,285.0,84.8,336.0
1511,684,Grad Rate -White,215.0,80.52,267.0
1512,685,Grad Rate -ALL Students,164.0,83.25,197.0
1516,685,Grad Rate -Black,60.0,85.71,70.0
1517,685,Grad Rate -Economically Disadvantaged,86.0,81.9,105.0
1518,685,Grad Rate -Female,90.0,90.91,99.0
1523,685,Grad Rate -Male,74.0,75.51,98.0
1526,685,Grad Rate -Not Economically Disadvantaged,78.0,84.8,92.0
1527,685,Grad Rate -Students With Disability,14.0,70.0,20.0
1528,685,Grad Rate -Students Without Disability,150.0,84.7,177.0
1529,685,Grad Rate -White,92.0,80.7,114.0
1530,686,Grad Rate -ALL Students,85.0,84.16,101.0
1534,686,Grad Rate -Black,23.0,82.14,28.0
1535,686,Grad Rate -Economically Disadvantaged,85.0,84.16,101.0
1536,686,Grad Rate -Female,46.0,86.79,53.0
1541,686,Grad Rate -Male,39.0,81.25,48.0
1546,686,Grad Rate -Students Without Disability,83.0,88.3,94.0
1547,686,Grad Rate -White,55.0,83.33,66.0
1548,687,Grad Rate -ALL Students,256.0,86.02333333333333,295.3333333333333
1549,687,Grad Rate -Active Duty,16.5,94.16499999999999,17.5
1552,687,Grad Rate -Black,85.33333333333333,81.79333333333334,104.0
1553,687,Grad Rate -Economically Disadvantaged,166.66666666666666,82.53000000000002,202.0
1554,687,Grad Rate -Female,139.33333333333334,89.73,155.33333333333334
1556,687,Grad Rate -Hispanic,11.0,96.155,11.5
1557,687,Grad Rate -Homeless,13.0,76.47,17.0
1559,687,Grad Rate -Male,116.66666666666667,82.22666666666667,140.0
1562,687,Grad Rate -Not Economically Disadvantaged,134.0,95.7,140.0
1563,687,Grad Rate -Students With Disability,17.333333333333332,56.13666666666666,30.666666666666668
1564,687,Grad Rate -Students Without Disability,238.66666666666666,89.73333333333333,264.6666666666667
1565,687,Grad Rate -White,159.33333333333334,88.67,178.66666666666666
1566,688,Grad Rate -ALL Students,423.0,90.38499999999999,468.0
1569,688,Grad Rate -Asian/Pacific Islander,18.0,94.74,19.0
1570,688,Grad Rate -Black,107.0,94.69,113.0
1571,688,Grad Rate -Economically Disadvantaged,184.0,86.59,212.5
1572,688,Grad Rate -Female,211.0,93.36500000000001,226.0
1574,688,Grad Rate -Hispanic,13.0,86.67,15.0
1575,688,Grad Rate -Homeless,29.0,85.35499999999999,34.0
1577,688,Grad Rate -Male,212.0,87.60499999999999,242.0
1580,688,Grad Rate -Not Economically Disadvantaged,239.0,93.55000000000001,255.5
1581,688,Grad Rate -Students With Disability,31.0,64.58,48.0
1582,688,Grad Rate -Students Without Disability,392.0,93.35,420.0
1583,688,Grad Rate -White,276.0,89.61500000000001,308.0
1584,689,Grad Rate -ALL Students,390.6666666666667,88.32333333333334,444.0
1585,689,Grad Rate -Active Duty,101.0,91.63333333333333,110.33333333333333
1587,689,Grad Rate -Asian/Pacific Islander,15.0,83.33,18.0
1588,689,Grad Rate -Black,220.0,88.39999999999999,249.33333333333334
1589,689,Grad Rate -Economically Disadvantaged,227.33333333333334,86.27666666666666,264.6666666666667
1590,689,Grad Rate -Female,204.0,93.35000000000001,218.66666666666666
1592,689,Grad Rate -Hispanic,45.333333333333336,88.85333333333334,52.0
1593,689,Grad Rate -Homeless,14.5,85.16499999999999,17.0
1595,689,Grad Rate -Male,186.66666666666666,83.44000000000001,225.33333333333334
1597,689,Grad Rate -Multi-Racial,26.0,89.12666666666667,29.333333333333332
1598,689,Grad Rate -Not Economically Disadvantaged,163.33333333333334,91.2,179.33333333333334
1599,689,Grad Rate -Students With Disability,38.333333333333336,75.03999999999999,51.666666666666664
1600,689,Grad Rate -Students Without Disability,352.3333333333333,90.03333333333332,392.3333333333333
1601,689,Grad Rate -White,88.0,88.29333333333334,100.0
1602,690,Grad Rate -ALL Students,89.0,84.76,105.0
1606,690,Grad Rate -Black,26.0,83.87,31.0
1607,690,Grad Rate -Economically Disadvantaged,47.0,77.05,61.0
1608,690,Grad Rate -Female,40.0,86.96,46.0
1613,690,Grad Rate -Male,49.0,83.05,59.0
1616,690,Grad Rate -Not Economically Disadvantaged,42.0,95.5,44.0
1617,690,Grad Rate -Students With Disability,10.0,71.43,14.0
1618,690,Grad Rate -Students Without Disability,79.0,86.8,91.0
1619,690,Grad Rate -White,60.0,84.51,71.0
1620,691,Grad Rate -ALL Students,189.0,87.1,217.0
1621,691,Grad Rate -Active Duty,33.0,94.29,35.0
1624,691,Grad Rate -Black,56.0,90.32,62.0
1625,691,Grad Rate -Economically Disadvantaged,143.0,85.12,168.0
1626,691,Grad Rate -Female,92.0,88.46,104.0
1628,691,Grad Rate -Hispanic,32.0,76.19,42.0
1631,691,Grad Rate -Male,97.0,85.84,113.0
1632,691,Grad Rate -Migrant,11.0,91.67,12.0
1633,691,Grad Rate -Multi-Racial,12.0,100.0,12.0
1634,691,Grad Rate -Not Economically Disadvantaged,46.0,93.9,49.0
1635,691,Grad Rate -Students With Disability,24.0,77.42,31.0
1636,691,Grad Rate -Students Without Disability,165.0,88.7,186.0
1637,691,Grad Rate -White,88.0,88.89,99.0
1638,692,Grad Rate -ALL Students,621.0,91.73,677.0
1639,692,Grad Rate -Active Duty,77.0,97.47,79.0
1642,692,Grad Rate -Black,144.0,89.44,161.0
1643,692,Grad Rate -Economically Disadvantaged,208.0,84.21,247.0
1644,692,Grad Rate -Female,319.0,94.66,337.0
1646,692,Grad Rate -Hispanic,54.0,87.1,62.0
1647,692,Grad Rate -Homeless,13.0,86.67,15.0
1648,692,Grad Rate -Limited English Proficient,15.0,88.24,17.0
1649,692,Grad Rate -Male,302.0,88.82,340.0
1651,692,Grad Rate -Multi-Racial,23.0,95.83,24.0
1652,692,Grad Rate -Not Economically Disadvantaged,413.0,96.0,430.0
1653,692,Grad Rate -Students With Disability,54.0,77.14,70.0
1654,692,Grad Rate -Students Without Disability,567.0,93.4,607.0
1655,692,Grad Rate -White,391.0,93.1,420.0
1656,693,Grad Rate -ALL Students,257.0,95.54,269.0
1657,693,Grad Rate -Active Duty,12.0,100.0,12.0
1661,693,Grad Rate -Economically Disadvantaged,93.0,89.42,104.0
1662,693,Grad Rate -Female,108.0,95.58,113.0
1664,693,Grad Rate -Hispanic,24.0,96.0,25.0
1665,693,Grad Rate -Homeless,12.0,100.0,12.0
1667,693,Grad Rate -Male,149.0,95.51,156.0
1670,693,Grad Rate -Not Economically Disadvantaged,164.0,99.4,165.0
1671,693,Grad Rate -Students With Disability,39.0,79.59,49.0
1672,693,Grad Rate -Students Without Disability,218.0,99.1,220.0
1673,693,Grad Rate -White,218.0,95.2,229.0
1674,694,Grad Rate -ALL Students,106.0,84.8,125.0
1678,694,Grad Rate -Black,92.0,87.62,105.0
1679,694,Grad Rate -Economically Disadvantaged,106.0,84.8,125.0
1680,694,Grad Rate -Female,53.0,86.89,61.0
1685,694,Grad Rate -Male,53.0,82.81,64.0
1689,694,Grad Rate -Students With Disability,13.0,86.67,15.0
1690,694,Grad Rate -Students Without Disability,93.0,84.5,110.0
1692,695,Grad Rate -ALL Students,318.0,94.64,336.0
1695,695,Grad Rate -Asian/Pacific Islander,10.0,100.0,10.0
1696,695,Grad Rate -Black,27.0,90.0,30.0
1697,695,Grad Rate -Economically Disadvantaged,154.0,90.06,171.0
1698,695,Grad Rate -Female,166.0,97.08,171.0
1700,695,Grad Rate -Hispanic,42.0,97.67,43.0
1701,695,Grad Rate -Homeless,20.0,80.0,25.0
1702,695,Grad Rate -Limited English Proficient,10.0,100.0,10.0
1703,695,Grad Rate -Male,152.0,92.12,165.0
1706,695,Grad Rate -Not Economically Disadvantaged,164.0,99.4,165.0
1707,695,Grad Rate -Students With Disability,43.0,84.31,51.0
1708,695,Grad Rate -Students Without Disability,275.0,96.5,285.0
1709,695,Grad Rate -White,232.0,94.69,245.0
1710,696,Grad Rate -ALL Students,113.0,84.96,133.0
1714,696,Grad Rate -Black,34.0,85.0,40.0
1715,696,Grad Rate -Economically Disadvantaged,113.0,84.96,133.0
1716,696,Grad Rate -Female,55.0,93.22,59.0
1718,696,Grad Rate -Hispanic,16.0,88.89,18.0
1721,696,Grad Rate -Male,58.0,78.38,74.0
1726,696,Grad Rate -Students Without Disability,107.0,87.7,122.0
1727,696,Grad Rate -White,61.0,83.56,73.0
1728,697,Grad Rate -ALL Students,240.0,82.19,292.0
1732,697,Grad Rate -Black,121.0,82.88,146.0
1733,697,Grad Rate -Economically Disadvantaged,240.0,84.51,284.0
1734,697,Grad Rate -Female,137.0,86.71,158.0
1739,697,Grad Rate -Male,103.0,76.87,134.0
1743,697,Grad Rate -Students With Disability,15.0,55.56,27.0
1744,697,Grad Rate -Students Without Disability,225.0,84.9,265.0
1745,697,Grad Rate -White,108.0,83.72,129.0
1746,698,Grad Rate -ALL Students,71.0,76.34,93.0
1750,698,Grad Rate -Black,32.0,84.21,38.0
1751,698,Grad Rate -Economically Disadvantaged,71.0,78.02,91.0
1752,698,Grad Rate -Female,39.0,81.25,48.0
1757,698,Grad Rate -Male,32.0,71.11,45.0
1762,698,Grad Rate -Students Without Disability,66.0,80.5,82.0
1763,698,Grad Rate -White,34.0,70.83,48.0
1764,699,Grad Rate -ALL Students,86.66666666666667,82.85000000000001,105.33333333333333
1768,699,Grad Rate -Black,55.333333333333336,88.63,62.666666666666664
1769,699,Grad Rate -Economically Disadvantaged,86.66666666666667,82.85000000000001,105.33333333333333
1770,699,Grad Rate -Female,50.0,90.26333333333334,56.0
1775,699,Grad Rate -Male,36.666666666666664,74.57333333333334,49.333333333333336
1779,699,Grad Rate -Students With Disability,18.0,60.879999999999995,29.5
1780,699,Grad Rate -Students Without Disability,72.66666666666667,88.13333333333333,82.66666666666667
1781,699,Grad Rate -White,24.666666666666668,71.58333333333333,34.666666666666664
1782,700,Grad Rate -ALL Students,63.0,82.89,76.0
1786,700,Grad Rate -Black,24.0,77.42,31.0
1787,700,Grad Rate -Economically Disadvantaged,63.0,82.89,76.0
1788,700,Grad Rate -Female,39.0,90.7,43.0
1793,700,Grad Rate -Male,24.0,72.73,33.0
1798,700,Grad Rate -Students Without Disability,61.0,84.7,72.0
1799,700,Grad Rate -White,37.0,88.1,42.0
1800,701,Grad Rate -ALL Students,81.33333333333333,93.06333333333332,86.66666666666667
1804,701,Grad Rate -Black,74.5,96.125,77.5
1805,701,Grad Rate -Economically Disadvantaged,81.33333333333333,93.06333333333332,86.66666666666667
1806,701,Grad Rate -Female,43.333333333333336,96.37666666666667,44.666666666666664
1811,701,Grad Rate -Male,38.0,89.83999999999999,42.0
1816,701,Grad Rate -Students Without Disability,76.66666666666667,93.46666666666665,81.33333333333333
1817,701,Grad Rate -White,31.0,89.87,34.5
1818,702,Grad Rate -ALL Students,261.0,86.14,303.0
1822,702,Grad Rate -Black,78.0,90.7,86.0
1823,702,Grad Rate -Economically Disadvantaged,126.0,82.35,153.0
1824,702,Grad Rate -Female,134.0,92.41,145.0
1827,702,Grad Rate -Homeless,61.0,80.26,76.0
1829,702,Grad Rate -Male,127.0,80.38,158.0
1832,702,Grad Rate -Not Economically Disadvantaged,135.0,90.0,150.0
1833,702,Grad Rate -Students With Disability,19.0,67.86,28.0
1834,702,Grad Rate -Students Without Disability,242.0,88.0,275.0
1835,702,Grad Rate -White,170.0,85.43,199.0
1836,703,Grad Rate -ALL Students,70.0,87.525,80.5
1840,703,Grad Rate -Black,30.0,89.72999999999999,33.5
1841,703,Grad Rate -Economically Disadvantaged,70.0,91.045,77.0
1842,703,Grad Rate -Female,37.0,88.045,42.5
1844,703,Grad Rate -Hispanic,11.0,95.83500000000001,11.5
1845,703,Grad Rate -Homeless,14.0,84.925,16.5
1847,703,Grad Rate -Male,33.0,87.08500000000001,38.0
1852,703,Grad Rate -Students Without Disability,66.0,88.6,75.0
1853,703,Grad Rate -White,28.0,85.11500000000001,33.5
1854,704,Grad Rate -ALL Students,198.0,91.24,217.0
1858,704,Grad Rate -Black,50.0,86.21,58.0
1859,704,Grad Rate -Economically Disadvantaged,49.0,79.03,62.0
1860,704,Grad Rate -Female,103.0,95.37,108.0
1865,704,Grad Rate -Male,95.0,87.16,109.0
1868,704,Grad Rate -Not Economically Disadvantaged,149.0,96.1,155.0
1869,704,Grad Rate -Students With Disability,13.0,65.0,20.0
1870,704,Grad Rate -Students Without Disability,185.0,93.9,197.0
1871,704,Grad Rate -White,136.0,92.52,147.0
1872,705,Grad Rate -ALL Students,210.0,90.7,221.0
1877,705,Grad Rate -Economically Disadvantaged,138.0,90.995,146.0
1878,705,Grad Rate -Female,109.5,94.9075,112.0
1880,705,Grad Rate -Hispanic,73.66666666666667,98.07000000000001,75.66666666666667
1881,705,Grad Rate -Homeless,18.0,94.74,19.0
1882,705,Grad Rate -Limited English Proficient,22.0,90.60499999999999,24.5
1883,705,Grad Rate -Male,100.5,87.9325,109.0
1886,705,Grad Rate -Not Economically Disadvantaged,96.0,96.0,100.0
1887,705,Grad Rate -Students With Disability,27.0,91.60666666666667,29.666666666666668
1888,705,Grad Rate -Students Without Disability,188.5,91.19999999999999,197.0
1889,705,Grad Rate -White,148.5,91.07249999999999,157.0
1890,706,Grad Rate -ALL Students,391.8,87.152,451.4
1891,706,Grad Rate -Active Duty,60.857142857142854,95.51714285714284,63.142857142857146
1893,706,Grad Rate -Asian/Pacific Islander,30.25,100.0,30.25
1894,706,Grad Rate -Black,228.4,87.64099999999999,268.2
1895,706,Grad Rate -Economically Disadvantaged,293.4,86.959,349.0
1896,706,Grad Rate -Female,205.8,90.89599999999999,226.0
1898,706,Grad Rate -Hispanic,36.142857142857146,84.85714285714286,43.0
1899,706,Grad Rate -Homeless,31.2,73.774,42.4
1900,706,Grad Rate -Limited English Proficient,22.0,71.58500000000001,30.5
1901,706,Grad Rate -Male,206.0,82.24666666666666,249.66666666666666
1903,706,Grad Rate -Multi-Racial,26.166666666666668,93.34333333333332,28.5
1904,706,Grad Rate -Not Economically Disadvantaged,328.0,96.93333333333334,339.3333333333333
1905,706,Grad Rate -Students With Disability,51.125,69.85875,74.125
1906,706,Grad Rate -Students Without Disability,350.8,89.09,392.0
1907,706,Grad Rate -White,173.83333333333334,86.26833333333333,194.16666666666666
1908,707,Grad Rate -ALL Students,648.25,86.685,746.5
1911,707,Grad Rate -Asian/Pacific Islander,15.0,100.0,15.0
1912,707,Grad Rate -Black,405.25,86.755,460.0
1913,707,Grad Rate -Economically Disadvantaged,372.75,81.94250000000001,447.75
1914,707,Grad Rate -Female,353.25,90.7625,388.0
1916,707,Grad Rate -Hispanic,40.5,82.6575,48.5
1917,707,Grad Rate -Homeless,15.5,76.32,20.5
1919,707,Grad Rate -Male,295.0,82.34750000000001,358.5
1921,707,Grad Rate -Multi-Racial,30.0,93.58999999999999,32.0
1922,707,Grad Rate -Not Economically Disadvantaged,275.5,92.17500000000001,298.75
1923,707,Grad Rate -Students With Disability,73.0,69.3425,105.25
1924,707,Grad Rate -Students Without Disability,575.25,89.6,641.25
1925,707,Grad Rate -White,170.0,82.4425,203.0
1926,708,Grad Rate -ALL Students,390.0,97.66666666666667,399.3333333333333
1929,708,Grad Rate -Asian/Pacific Islander,27.5,100.0,27.5
1930,708,Grad Rate -Black,14.666666666666666,100.0,14.666666666666666
1931,708,Grad Rate -Economically Disadvantaged,46.0,93.16666666666667,49.333333333333336
1932,708,Grad Rate -Female,180.66666666666666,97.48,185.33333333333334
1934,708,Grad Rate -Hispanic,24.0,94.91333333333334,25.333333333333332
1936,708,Grad Rate -Limited English Proficient,10.0,76.92,13.0
1937,708,Grad Rate -Male,209.33333333333334,97.83666666666666,214.0
1939,708,Grad Rate -Multi-Racial,14.5,100.0,14.5
1940,708,Grad Rate -Not Economically Disadvantaged,344.0,98.3,350.0
1941,708,Grad Rate -Students With Disability,21.333333333333332,83.72,25.333333333333332
1942,708,Grad Rate -Students Without Disability,368.6666666666667,98.60000000000001,374.0
1943,708,Grad Rate -White,317.3333333333333,97.54,325.3333333333333
1944,709,Grad Rate -ALL Students,128.0,94.81,135.0
1948,709,Grad Rate -Black,29.0,93.55,31.0
1949,709,Grad Rate -Economically Disadvantaged,63.0,90.0,70.0
1950,709,Grad Rate -Female,60.0,98.36,61.0
1952,709,Grad Rate -Hispanic,14.0,93.33,15.0
1955,709,Grad Rate -Male,68.0,91.89,74.0
1958,709,Grad Rate -Not Economically Disadvantaged,65.0,100.0,65.0
1959,709,Grad Rate -Students With Disability,10.0,90.91,11.0
1960,709,Grad Rate -Students Without Disability,118.0,95.2,124.0
1961,709,Grad Rate -White,77.0,96.25,80.0
1962,710,Grad Rate -ALL Students,684.1666666666666,88.66666666666667,770.6666666666666
1963,710,Grad Rate -Active Duty,22.0,88.74666666666667,24.333333333333332
1965,710,Grad Rate -Asian/Pacific Islander,22.0,100.0,22.0
1966,710,Grad Rate -Black,164.66666666666666,86.99999999999999,189.33333333333334
1967,710,Grad Rate -Economically Disadvantaged,197.66666666666666,82.48166666666667,239.5
1968,710,Grad Rate -Female,348.5,92.48333333333333,376.5
1970,710,Grad Rate -Hispanic,66.0,86.75,75.33333333333333
1971,710,Grad Rate -Homeless,32.0,74.42,43.0
1972,710,Grad Rate -Limited English Proficient,22.5,82.785,27.5
1973,710,Grad Rate -Male,335.6666666666667,84.98666666666666,394.1666666666667
1975,710,Grad Rate -Multi-Racial,26.666666666666668,84.995,31.333333333333332
1976,710,Grad Rate -Not Economically Disadvantaged,486.5,91.51666666666667,531.1666666666666
1977,710,Grad Rate -Students With Disability,64.5,69.855,92.0
1978,710,Grad Rate -Students Without Disability,619.6666666666666,91.14999999999999,678.6666666666666
1979,710,Grad Rate -White,413.8333333333333,89.82166666666666,461.6666666666667
1980,711,Grad Rate -ALL Students,217.0,84.44,257.0
1984,711,Grad Rate -Black,118.0,82.52,143.0
1985,711,Grad Rate -Economically Disadvantaged,217.0,84.44,257.0
1986,711,Grad Rate -Female,102.0,85.0,120.0
1988,711,Grad Rate -Hispanic,43.0,89.58,48.0
1990,711,Grad Rate -Limited English Proficient,13.0,92.86,14.0
1991,711,Grad Rate -Male,115.0,83.94,137.0
1995,711,Grad Rate -Students With Disability,20.0,74.07,27.0
1996,711,Grad Rate -Students Without Disability,197.0,85.7,230.0
1997,711,Grad Rate -White,46.0,82.14,56.0
1998,712,Grad Rate -ALL Students,278.0,92.98,299.0
2003,712,Grad Rate -Economically Disadvantaged,83.0,92.22,90.0
2004,712,Grad Rate -Female,124.0,96.88,128.0
2006,712,Grad Rate -Hispanic,12.0,100.0,12.0
2007,712,Grad Rate -Homeless,14.0,80.065,17.5
2009,712,Grad Rate -Male,154.0,90.06,171.0
2012,712,Grad Rate -Not Economically Disadvantaged,195.0,93.3,209.0
2013,712,Grad Rate -Students With Disability,29.0,78.38,37.0
2014,712,Grad Rate -Students Without Disability,249.0,95.0,262.0
2015,712,Grad Rate -White,253.0,92.67,273.0
2016,713,Grad Rate -ALL Students,233.0,86.3,270.0
2020,713,Grad Rate -Black,16.0,94.12,17.0
2021,713,Grad Rate -Economically Disadvantaged,107.0,79.85,134.0
2022,713,Grad Rate -Female,103.0,89.57,115.0
2024,713,Grad Rate -Hispanic,20.0,95.24,21.0
2027,713,Grad Rate -Male,130.0,83.87,155.0
2030,713,Grad Rate -Not Economically Disadvantaged,126.0,92.6,136.0
2031,713,Grad Rate -Students With Disability,19.0,67.86,28.0
2032,713,Grad Rate -Students Without Disability,214.0,88.4,242.0
2033,713,Grad Rate -White,195.0,84.78,230.0
2034,714,Grad Rate -ALL Students,185.33333333333334,84.63666666666666,197.33333333333334
2038,714,Grad Rate -Black,28.0,94.94,29.5
2039,714,Grad Rate -Economically Disadvantaged,58.0,84.63,64.66666666666667
2040,714,Grad Rate -Female,145.5,97.68,149.0
2045,714,Grad Rate -Male,125.5,92.35,136.0
2048,714,Grad Rate -Not Economically Disadvantaged,189.0,96.95,195.0
2049,714,Grad Rate -Students With Disability,26.5,91.43,29.0
2050,714,Grad Rate -Students Without Disability,167.33333333333334,85.36666666666667,177.33333333333334
2051,714,Grad Rate -White,162.0,88.14999999999999,171.33333333333334
2052,715,Grad Rate -ALL Students,294.0,82.94333333333333,358.0
2056,715,Grad Rate -Black,40.666666666666664,80.92,50.666666666666664
2057,715,Grad Rate -Economically Disadvantaged,294.0,82.94333333333333,358.0
2058,715,Grad Rate -Female,146.66666666666666,85.37666666666667,173.33333333333334
2060,715,Grad Rate -Hispanic,85.5,77.38,110.5
2061,715,Grad Rate -Homeless,50.0,79.77999999999999,63.333333333333336
2062,715,Grad Rate -Limited English Proficient,13.0,48.15,27.0
2063,715,Grad Rate -Male,147.33333333333334,80.65666666666667,184.66666666666666
2065,715,Grad Rate -Multi-Racial,14.0,97.06,14.5
2067,715,Grad Rate -Students With Disability,37.333333333333336,71.79333333333334,52.0
2068,715,Grad Rate -Students Without Disability,256.6666666666667,84.80000000000001,306.0
2069,715,Grad Rate -White,181.33333333333334,83.55333333333334,217.33333333333334
2070,716,Grad Rate -ALL Students,92.0,87.62,105.0
2074,716,Grad Rate -Black,44.0,89.8,49.0
2075,716,Grad Rate -Economically Disadvantaged,92.0,87.62,105.0
2076,716,Grad Rate -Female,45.0,86.54,52.0
2081,716,Grad Rate -Male,47.0,88.68,53.0
2085,716,Grad Rate -Students With Disability,11.0,73.33,15.0
2086,716,Grad Rate -Students Without Disability,81.0,90.0,90.0
2087,716,Grad Rate -White,37.0,84.09,44.0
2088,717,Grad Rate -ALL Students,180.0,92.31,195.0
2092,717,Grad Rate -Black,75.0,93.75,80.0
2093,717,Grad Rate -Economically Disadvantaged,176.0,93.62,188.0
2094,717,Grad Rate -Female,83.0,93.26,89.0
2096,717,Grad Rate -Hispanic,22.0,100.0,22.0
2099,717,Grad Rate -Male,97.0,91.51,106.0
2103,717,Grad Rate -Students With Disability,36.0,81.82,44.0
2104,717,Grad Rate -Students Without Disability,144.0,95.4,151.0
2105,717,Grad Rate -White,78.0,91.76,85.0
2106,718,Grad Rate -ALL Students,24.0,82.76,29.0
2110,718,Grad Rate -Black,18.0,85.71,21.0
2111,718,Grad Rate -Economically Disadvantaged,24.0,82.76,29.0
2112,718,Grad Rate -Female,15.0,93.75,16.0
2122,718,Grad Rate -Students Without Disability,18.0,81.8,22.0
2124,719,Grad Rate -ALL Students,140.0,91.5,153.0
2129,719,Grad Rate -Economically Disadvantaged,69.0,87.34,79.0
2130,719,Grad Rate -Female,68.0,93.15,73.0
2132,719,Grad Rate -Hispanic,20.0,95.24,21.0
2135,719,Grad Rate -Male,72.0,90.0,80.0
2138,719,Grad Rate -Not Economically Disadvantaged,71.0,95.9,74.0
2139,719,Grad Rate -Students With Disability,19.0,79.17,24.0
2140,719,Grad Rate -Students Without Disability,121.0,93.8,129.0
2141,719,Grad Rate -White,119.0,90.84,131.0
2142,720,Grad Rate -ALL Students,53.0,84.13,63.0
2146,720,Grad Rate -Black,51.0,85.0,60.0
2147,720,Grad Rate -Economically Disadvantaged,53.0,84.13,63.0
2148,720,Grad Rate -Female,31.0,93.94,33.0
2153,720,Grad Rate -Male,22.0,73.33,30.0
2158,720,Grad Rate -Students Without Disability,48.0,84.2,57.0
2160,721,Grad Rate -ALL Students,235.92857142857142,76.54642857142858,313.5
2161,721,Grad Rate -Active Duty,40.0,95.97,42.5
2163,721,Grad Rate -Asian/Pacific Islander,23.0,82.14,28.0
2164,721,Grad Rate -Black,176.78571428571428,77.95642857142856,234.35714285714286
2165,721,Grad Rate -Economically Disadvantaged,235.92857142857142,76.54642857142858,313.5
2166,721,Grad Rate -Female,136.92307692307693,84.59538461538462,168.07692307692307
2168,721,Grad Rate -Hispanic,38.0,85.63,50.5
2169,721,Grad Rate -Homeless,18.0,75.0,24.0
2170,721,Grad Rate -Limited English Proficient,18.0,60.0,30.0
2171,721,Grad Rate -Male,116.07692307692308,76.2476923076923,165.30769230769232
2173,721,Grad Rate -Multi-Racial,26.5,88.89,32.5
2175,721,Grad Rate -Students With Disability,30.857142857142858,64.99285714285715,50.714285714285715
2176,721,Grad Rate -Students Without Disability,218.78571428571428,78.07142857142858,283.7142857142857
2177,721,Grad Rate -White,68.25,85.7075,88.25
